query_id,question_group,model_key,model_id,arm,representation,retrieved_chunk_ids,context_hash,context_tokens,prompt_hash,provider_requested,provider_actual,raw_answer,normalized_answer,is_correct,finish_reason,empty_output,cut,input_tokens,output_tokens,latency_ms,retry_count,estimated_cost
Q341,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1638;T1500-1614;T1500-1733;T1500-1639;T1500-1531,0fe31f2dbeb3958e3c3434e71c48080443f6e9703ea2c6f499529d9eadfad95e,9377,828276bf7b47fd0e76dfa1ed7c6c7325e862be49c95666e5d28606ba648837df,coreweave,CoreWeave,tại chân công trình,tại chân công trình,1,stop,0,0,8151,278,2964.1093100071885,0,0.00028067
Q342,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0509;T1500-0510;T1500-0511;T1500-0512;T1500-0513,6c1b3d62b4aac6c1ce3553895496b8f879fceadde48d6b20b737f5f5af8e0cea,8032,753893771fce5a34762cf1276312d2f0148b09a2da0996daeaf0f1c95a072d98,coreweave,CoreWeave,66.600,66.600,1,stop,0,0,5883,182,1821.2388060055673,0,0.00020015
Q343,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1941;T1500-1942;T1500-1797;T1500-1157;T1500-1799,ea9d848fa2acf2bcd9ea8c8db6b046867da75d4750d5d56ea61671592d3dc7e7,10212,f2a770a63088565dbc9b2bd580ed3cf2e413c4124f93413aa27a841a2302740e,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,8878,279,2690.7043649989646,0,0.00030261
Q344,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1370;T1500-1448;T1500-1383;T1500-1422;T1500-1382,d804eb90abace8c81d67149faa0d2841d98eb01c549bf641e564a7f090c37f6a,13025,7ad6da9877c342ab93bd839555dfbba195a615d8406ef9b265dc58a079b2a9eb,coreweave,CoreWeave,ĐT: 0935643455,ĐT: 0935643455,0,stop,0,0,11289,400,3508.616434002761,0,0.00039067
Q345,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0073;T1500-1534;T1500-1610;T1500-0072;T1500-0070,6bacd7d3b1b30428bea61681105ec76fe3b96a7a17891ffd2a3ab2ab56bf48f8,9548,dc83108e47596c443a591f987f1121456d5b6fb68639fa7bb66fb3868b029c12,coreweave,CoreWeave,QCVN 08:2020/BCT,QCVN 08:2020/BCT,0,stop,0,0,7781,1261,8696.277019014815,0,0.00039736
Q346,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1405;T1500-0330;T1500-0327;T1500-0329;T1500-0328,d6220b6a3571d9b51f53f2660c72f7ea6ae8cba378e61169c5c50bc5bbeb0945,6713,b32c42a6e3b5a7f42148188dca6ec2836411f025cf1919e1f10f5220e3b5b67d,coreweave,CoreWeave,,,0,length,1,1,5152,2000,16236.948256002506,0,0.00041456
Q347,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1598;T1500-1601;T1500-1602;T1500-1597;T1500-1599,503b1e59f6e7877b1a9e4815bda5e335a2a87069c625bcf7c8581debe85ac3ca,10001,e2e1e6ac8946527ff6023d87ee8cdf1b6f69e5cfd37882a1fa21849301c5591f,coreweave,CoreWeave,QCVN 16:2019,QCVN 16:2019,1,stop,0,0,8501,190,2275.348412018502,0,0.00027973
Q348,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1746;T1500-0145;T1500-0410;T1500-2095;T1500-0355,696d69609e3999f2d0e177307444eb8174c924a15d300107fb1304066b4cd190,9852,fbab5f56e8827d4aa971130884255072b7769070378e06cb26d87bad3dcda868,coreweave,CoreWeave,đ/bộ,đ/bộ,1,stop,0,0,8040,392,3871.301193983527,0,0.00029216
Q349,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1938;T1500-1939;T1500-1941;T1500-1806;T1500-1815,65e5ac4c78ccf460608bdbe81366df68b633092e5f349b148b162822397c8b97,9606,b855732619852e8fcf0cecfa286362218632a037563c6d6d6c2b7dfc6a30a2ce,coreweave,CoreWeave,120.000,120.000,1,stop,0,0,8247,271,3319.0910760022234,0,0.00028264
Q350,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1693;T1500-1639;T1500-1619;T1500-1641;T1500-1614,b842751b89793ca6901163203661a95849883f17c6e3f43b45aedc5ef8d21fe2,9352,2b728c9b734a8a3e0c895db7df9091e83dcc2f35579bd9496cfc600cb60c210c,coreweave,CoreWeave,tại chân công trình,tại chân công trình,1,stop,0,0,8125,323,3075.4695659852587,0,0.00028574
Q351,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1537;T1500-1538;T1500-1535;T1500-1613;T1500-1601,4eb238b2d3246b525b90d1c110e08dc59baf9c977e1566e2b5146b9928817110,10263,e089dad4dc34d0ce19daca6b61fcd9a048d8d3a16b2b05471d0d30a2215e5a82,coreweave,CoreWeave,1.359.000,1.359.000,1,stop,0,0,8815,262,2635.651432996383,0,0.00029851
Q352,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-2012;T1500-2011;T1500-0989;T1500-0996;T1500-0997,57300bfcdf24dcc4afa24bad435249dfd6c8a703cbd006cc4a727c725b9f45e4,6500,f17eddd098577787bf3e982b0525b900435e598e1be43e98e51bfce3369ea128,coreweave,CoreWeave,"ISO 14001:2015, ISO 9001:2015, EN 40, BS 5649","ISO 14001:2015, ISO 9001:2015, EN 40, BS 5649",0,stop,0,0,5475,214,2215.955316001782,0,0.00019207
Q353,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0662;T1500-0656;T1500-0654;T1500-0660;T1500-0659,359b704c2e6ebb6b65fe7ad9a1daeac7dcb8d840e59a0abc9c3aaa5aeb367898,1518,4a961b17c70cc974502c0efa51621dfa9b619a2e5c721f18bdae203509f45dd7,coreweave,CoreWeave,205.571.520,205.571.520,1,stop,0,0,1310,226,2049.120011011837,0,6.868e-05
Q354,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1614;T1500-1534;T1500-1637;T1500-0300;T1500-1638,24074cc705fb96a0523e9d0c192d86832ee67f56f7b97e713b9fa74d37063585,11591,a95d221caa3eaff40a4fa325eb1d67ffff3b1eba56ba70aa316fe51259500090,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,9968,1068,7801.746090000961,0,0.00043788
Q355,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1974;T1500-1787;T1500-1789;T1500-1791;T1500-1784,47b2f6258f0d4b4436bbec034f53ec1304c9596542679f3f32dead3add20ad57,10874,a0dcb84a431d2703c666a256d766a6bfc3edba042b051ff1bfb6fe4a84d7b4b5,coreweave,CoreWeave,652.410,652.410,1,stop,0,0,9605,392,7298.756984004285,0,0.00033911
Q356,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0122;T1500-1534;T1500-1537;T1500-1613;T1500-1605,a2b8b7648646d333fab302899b80c1f72ee1ee6d4d9d6a11efee25181fa5fd91,12081,bd4cb01c3e72d196026e4b8488bdd1d28169bc1fdc201e347c52919602b7e63e,coreweave,CoreWeave,,,0,length,1,1,10179,2000,17514.02368801064,0,0.00056537
Q357,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1643;T1500-1642;T1500-1644;T1500-1623;T1500-1648,b009d027420535c182a41e526d444ddfe76421014d495b1444b5208a6440490c,9391,e50b7728061af63a78d052403ca24455d4ed6293a82f152d562dd08d7e0f7533,coreweave,CoreWeave,1.769.445,1.769.445,1,stop,0,0,8135,1574,13940.3271569754,0,0.00044867
Q358,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-2014;T1500-0205;T1500-1721;T1500-1722;T1500-0211,26ed14400ea731b08d41c16a74eeaa4ee6a726d69f4b221d9a6f9ae8d049b2bc,11680,46a2efe1730255e00f3c31d0a8568a6783d376dbd1c825e5ddc115df4d013a2b,coreweave,CoreWeave,591.500,591.500,1,stop,0,0,9868,197,2117.9835360089783,0,0.00032165
Q359,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0988;T1500-1805;T1500-1975;T1500-1205;T1500-1948,87d1eba3a60b06023ae9317e087d7a1d2dcc9a3be4817d6900f907ab815473cc,9320,2f6d5196ecf186a147b9e83653c89c5e933ff68c8f3a1f2a79d08b351f8f854c,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,7829,310,3077.1952260110993,0,0.00027517
Q360,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0179;T1500-0173;T1500-0172;T1500-0181;T1500-0171,7a8cc5c203a68668bb1b3c3afbf1a4b96d64eda31bee11a683cc9f5b9721a031,5148,77ec7100414c09b50e6318638443a9f04e91881fde413abe03613ad2fd90404d,coreweave,CoreWeave,tại chân công trình,tại chân công trình,1,stop,0,0,3970,182,2021.083119994728,0,0.00014276
Q361,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1075;T1500-1074;T1500-1077;T1500-2099;T1500-1078,678734f3f40d008c406a5e9b769ecf542a46cade48ccab277bdcec4e1740f330,8124,de76631fb095d5e442cb6492804b4cd90e2d5ed88297d475cdd406cf47e4e39b,coreweave,CoreWeave,BS 731,BS 731,1,stop,0,0,6501,238,2784.160145005444,0,0.00022597
Q362,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1557;T1500-1555;T1500-1560;T1500-1550;T1500-1638,815b8dbf35f9d8dc22200787258a5669e37f2a37f1133464d1a08876699316d0,10744,7a25b6a0866aed428330463695ab61185e698899dea4c7bc4c258327b61da1cc,coreweave,CoreWeave,843.519,843.519,1,stop,0,0,9497,492,4522.973466024268,0,0.00034887
Q363,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1558;T1500-0085;T1500-1557;T1500-0118;T1500-1550,90b52cbaa1ddfcc58bec2e752f59ba5550153e800660eef66d1da2969f26f9de,9478,46e17ff90614f61cbdb44a02bb599218a3087035474a307e12ff5ea2d0fbc860,coreweave,CoreWeave,QCVN 16: 2023/BXD; QCVN 08: 2020/BCT,QCVN 16: 2023/BXD; QCVN 08: 2020/BCT,0,stop,0,0,8130,427,4029.55815999303,0,0.00029941
Q364,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0530;T1500-0435;T1500-0531;T1500-0534;T1500-0542,60cb2c767d4f4a786f138506ee61adbfc575ed4af8f00954849a887eab945195,6949,d298ab5fb952d596bfb83854f3e00386c5bdd42812d0bd44eb5f0f6b1bc9f503,coreweave,CoreWeave,QCVN 16:2023/BX D,QCVN 16:2023/BX D,1,stop,0,0,5229,323,3335.5671720055398,0,0.00019886
Q365,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0301;T1500-1637;T1500-1534;T1500-1749;T1500-0026,a544ac76429c857fddc2e418a576565e0339f2bcaf04ac2d3f2fb70ee32b9189,9324,5e05049df7038a85ebd99d337d2f3f1d2c5e9ee798128e20e2243fe641427aa3,coreweave,CoreWeave,TCVN 8826:2011,TCVN 8826:2011,1,stop,0,0,8073,367,3857.836162991589,0,0.0002899
Q366,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0937;T1500-1339;T1500-1335;T1500-1333;T1500-1331,fcbafb3d0448589ce20ad9900712aaeb6baeff978223f664102677ab76bbf714,10617,344453497452b30d6d86bbf58e271fdef7ada11627600e306509a1ac1eb3acec,coreweave,CoreWeave,9.000.000,9.000.000,1,stop,0,0,9063,208,3181.5113299817313,0,0.00029893
Q367,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1623;T1500-0097;T1500-1534;T1500-1537;T1500-1618,937dc54c5136619c3cbdaf4b6e552dd8e883ea631d9a3d58e8883b5afb7af116,10313,2c00abedc353c8ce35b504164c2db2e2253d4918b888764fc190f10a9ab25c5e,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,8757,1395,10285.399077984039,0,0.00044406
Q368,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1228;T1500-1263;T1500-1229;T1500-1235;T1500-1265,aecd52953a6ea6066e21194bda8c348e88b1bc0a6ad0896806059ce99962684a,10580,62b5ce7c8460a94fac6c86f695d400bb0cce8374596c9a22f25a7852d2afeea6,coreweave,CoreWeave,8.900.000,8.900.000,1,stop,0,0,8489,312,3387.9488919919822,0,0.00029523
Q369,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-2096;T1500-0199;T1500-1619;T1500-1618;T1500-0100,8c85f3ce8b35e3214c62bf600c3ffeee7ab7080a91e7186016d82862dc3f446c,6217,13d57ac5c7e20bbf8bbdde8f09bd922834f98e3ab05b19f7c70ea319a7dde351,coreweave,CoreWeave,QCVN 16:2023/BXD,QCVN 16:2023/BXD,1,stop,0,0,5183,311,2684.3406360130757,0,0.00019592
Q370,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0431;T1500-0167;T1500-0168;T1500-0161;T1500-0173,91a7f18e96deaba01ca4250cdc7ba29697fd3e1b3a929b059dd0813d75777280,6200,519f8a75682b08e930c26d18b3f6db712cb1bb6f08d27e8caa73e32bca8cb4f4,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,4801,257,2315.2110209921375,0,0.00017744
Q371,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0062;T1500-1621;T1500-1619;T1500-1533;T1500-0074,3ee559eb0e10c0c8f205d7c904e63c5ac388db4bc193b51a82638c0940679755,9670,5ae3ca51860b3e017642e48de677f55582ce14e5ee2b806c203ae9d2b833a1b9,coreweave,CoreWeave,tại chân công trình,tại chân công trình,1,stop,0,0,8165,441,3890.138290997129,0,0.00030228
Q372,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1906;T1500-1975;T1500-1976;T1500-1803;T1500-1955,7c0fc61c918b01322ef97154a3a4a2a041b360d94577235671edcd5963d73dd8,9054,5576ad6988fc832570bfc6bc3b5d4be018134671dcc2a1717499b7447cc332e7,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,7956,111,1658.0640790052712,0,0.00025311
Q373,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1584;T1500-0430;T1500-1605;T1500-1699;T1500-1534,31def510002f8afce1d755827f46fa10b81a32cefdda31f88c0dea2e5ff2cfda,10341,b070ac9d0dcb6ad264d72a3166d07251177e2880ac8e027e88e1590c7c0d6a1c,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,8754,87,1622.1046179998666,0,0.00027393
Q374,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1434;T1500-1437;T1500-0163;T1500-0161;T1500-1409,67cf52aa0afab1fb2f0be9532b0fbdfd0e191ab3e0f1be226abfcb2be7fc8d12,9019,b9ba15c48d3a90e408326054529a7573b10a74d69ee5945c25c141c03bc0061c,coreweave,CoreWeave,Nơi sản xuất,Nơi sản xuất,0,stop,0,0,7499,1236,9296.495026006596,0,0.00038565
Q375,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1976;T1500-1975;T1500-1802;T1500-1920;T1500-1803,6f1b7e112e0db12eb675aa3f8318a7f7f6a4474a6155a84748f5a42950fc83de,10725,ada787b10828be8a063df4681be8d0db5825f753760bfed0028f4cd8e0d636c3,coreweave,CoreWeave,14.500.000,14.500.000,1,stop,0,0,9450,253,2320.443937991513,0,0.00031639
Q376,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1929;T1500-1363;T1500-1367;T1500-1364;T1500-1348,2d208b1252fe775b5c1d8815bdc430c6bf641bdb4f6d86c3bdd4c6436b56135d,12199,89976f31b494c2a4cddffd7eed78a58038b4f6ce6b3cafc3ceb7fc9e065f67cd,coreweave,CoreWeave,16.900,16.900,0,stop,0,0,10535,399,3325.5759299790952,0,0.00036792
Q377,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1345;T1500-1842;T1500-1629;T1500-1848;T1500-1336,d56dfb91b325e82c9cbbe46991dd97626c9378e0ad45ec5fcd2e31132e8a40d9,10734,15294adc59a498a85f8518d0035c3b8c5ced8deb6e4118a2f236678ad7af973d,coreweave,CoreWeave,,,0,length,1,1,9213,2000,19566.84426998254,0,0.00053639
Q378,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1915;T1500-1917;T1500-1914;T1500-1909;T1500-1908,ed3bedb349fe028c6efc3a79ad0a564e63fa85ae94c183689b35fadab8cd720a,9397,def3176328e63bd31b37711eff0775673d00f45473df830041c7ac47a32fa810,coreweave,CoreWeave,66.940,66.940,1,stop,0,0,8332,167,2068.8335400191136,0,0.00027167
Q379,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1618;T1500-1623;T1500-0097;T1500-1643;T1500-1648,3e613dac0c94a4ef481fd0c53592be7448622d45dd903c88a0bbc0caded5129b,10458,4eefe9417a58115159c55f3f56778ee02f2b87f62ec99296fbfbf323a8c480d4,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,8898,401,3305.27226801496,0,0.00031907
Q380,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1851;T1500-1852;T1500-1854;T1500-1935;T1500-1971,8c3da404687866deec1e2d02db58c6308e8ca288821b0ad6c04b27a3506de918,11445,5fb6934955edc500f1b97241a0e91b7183c951a93a8ffbe6d2db24750fc6d6a5,coreweave,CoreWeave,39.000,39.000,1,stop,0,0,9942,229,3229.166222998174,0,0.00032803
Q381,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1605;T1500-1599;T1500-1604;T1500-0076;T1500-1625,15a260603ea939d26197dcad9b53707683acc9dfce55892110607e6e490bb660,9594,c847d137d7ab2c1ea86f995ffc47d5d8abd788adaab424f801ea10ecb579165e,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,8031,598,10406.245025020326,0,0.00031867
Q382,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0832;T1500-0836;T1500-0822;T1500-0840;T1500-0825,39a23734b3c52f82fd00f80783f659f37e714a406b26cac623c3279dc9dcf12e,7398,15981689211753782c1ff5b965f96e16746012f3715acd0824c02d28fff4e86f,coreweave,CoreWeave,3.481.600,3.481.600,1,stop,0,0,5743,271,5195.860556006664,0,0.00020752
Q383,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0932;T1500-0931;T1500-0895;T1500-0901;T1500-0743,a5be532c8cafb4d6ae26c57d99368c4a6ce1254c21a823ab6fd1b2aed2cd639b,4228,b2135c35a42977aa44c52980798c395054fda1de921e1ae589f0c86436967523,coreweave,CoreWeave,TCVN 1:2019; TCVN 22604‑3:2018; TCVN 1239‑ (định dạng theo tài liệu).,TCVN 1:2019; TCVN 22604‑3:2018; TCVN 1239‑ (định dạng theo tài liệu).,0,stop,0,0,3316,395,8333.901073987363,0,0.00015083
Q384,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1964;T1500-1965;T1500-1967;T1500-1975;T1500-1995,e23e9493e1264ea78f3422e6a106a5a628e035ebbc0fa014b2fa8a3882d1f1e2,8417,ba27dee09309db0560b7326e742e343a0ed95922c5ece6d2ac6b99dd08c27178,coreweave,CoreWeave,"0236,3565741","0236,3565741",0,stop,0,0,7348,662,5221.109384990996,0,0.0003065
Q385,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0207;T1500-0212;T1500-0208;T1500-0206;T1500-0209,5bc26f4f91109b64415af8dc55039d42f09889433476818d2be4b6feeb903c22,7048,a762f33b3f559b478cf2f2faceed6624d4e2ab3e6057d452d4cca996d3ff50bb,coreweave,CoreWeave,TCVN 1651‑2:2018,TCVN 1651‑2:2018,0,stop,0,0,5472,223,3648.5502069990616,0,0.00019315
Q386,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1346;T1500-1350;T1500-1676;T1500-1702;T1500-1762,ae38519222a19f6a26c102c33f5f8e017ff5941ede1d1ab5f2bf516d5ff15950,2674,0a0743998f593c5a6006b1bd09903902cb9ea59b45445a89f551d219b4e5e0a4,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,2499,91,1920.1145090046339,0,8.68e-05
Q387,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1339;T1500-1335;T1500-1537;T1500-0430;T1500-1336,fc32c46e548ad32020a86a7a2472d60dbf606a06cadcf7dd9cfd42d63e94ab99,11724,71408d9ac31db6dee16c2593e10028f24cf1a350835c0d94a498fcf089346f7b,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,9808,882,7422.720211005071,0,0.0004089
Q388,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1920;T1500-1923;T1500-1803;T1500-1805;T1500-1964,408c5cd910d63597469e8d5557972f5b0fec69475464eefe468f3a7160363ca4,11861,d4233f763e45bb9082608a275c01a1dea8f7882cfaa820a07aa94b36af8de083,coreweave,CoreWeave,3.264.000,3.264.000,1,stop,0,0,10395,206,2939.982197014615,0,0.00033863
Q389,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1128;T1500-1124;T1500-1125;T1500-1127;T1500-1126,c12c80ac3ab2f6069475becfe6db25d23fe8253fa3ac37e1207883f66d2b9f1e,8427,7bdd297d5c468f43189d87274a4513ae66621e3fd09d56fedaa652194e915cb6,coreweave,CoreWeave,TCVN 5935‑2/IEC 60502‑2,TCVN 5935‑2/IEC 60502‑2,0,stop,0,0,6782,1039,10834.450877999188,0,0.00033853
Q390,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0461;T1500-0468;T1500-0561;T1500-0460;T1500-0867,1bfbd78edd7b77379e7e70a5fce1a08bffa823f63fa1aa054c06b0485d6f973f,8242,259488ade24b35001a59cc23240e7abceb7cd930a2f03e304eab262d20e04390,coreweave,CoreWeave,Nhà sản xuất,Nhà sản xuất,0,stop,0,0,6258,621,15153.520243999083,0,0.00026847
Q391,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1534;T1500-1623;T1500-1605;T1500-0076;T1500-0097,cd6511da8cce42223497432fa35350a1541a56e4a169a04ce40316e9dbaba810,9018,ca71984b67be2aefa56063b43c7ae574c57a8f4f051b83a21d5b053ef53e82cd,coreweave,CoreWeave,QCVN 16:2023/BXD,QCVN 16:2023/BXD,1,stop,0,0,7533,186,2141.0001440090127,0,0.00025017
Q392,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1939;T1500-1938;T1500-1811;T1500-1815;T1500-1814,d68b74b98112c85f9edae1c03345a4e289ea5814177d490b52df226455f7eda2,7860,268f48bb126134626c56171c5d8fb3278dbb675ac3721b72f51f6b9ece6b9806,coreweave,CoreWeave,792.000,792.000,1,stop,0,0,6788,181,2230.9036959777586,0,0.00022717
Q393,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0225;T1500-0226;T1500-0228;T1500-1756;T1500-0224,6b24358a9560df0e14ce1f1f5190c82aa17033698792284f8b2c8b8546532170,6818,7c8bb292dd4094634b24c198679c8e98e85fd35803b849cfaa167c96589f7145,coreweave,CoreWeave,JIS G3322:2013,JIS G3322:2013,1,stop,0,0,5548,173,2073.081017995719,0,0.00018893
Q394,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1965;T1500-1803;T1500-1911;T1500-1952;T1500-1964,8d77c40c93cf9925585be35aa20d703d0068ab0a9a20b49c793c44ea2cd0fab9,10013,0c0f6c75436039baca225e4040d94c9916e1e16adfa6bd64fb0c102436cc5d75,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,8668,95,2314.896094001597,0,0.00027239
Q395,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1234;T1500-1233;T1500-1231;T1500-1263;T1500-1228,5352d08e1602ad1135d383683a5a6ffc60202af5660e664836492230a72ebe34,9730,5cd6178f6800d0149c6f6c2c002892367a5a8336b25faf042210483c1c599c72,coreweave,CoreWeave,14.600.000,14.600.000,1,stop,0,0,7844,277,3037.0053329970688,0,0.00027133
Q396,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1594;T1500-1595;T1500-1623;T1500-1546;T1500-1537,eb9d8ac220c85dcc1afd710ec2eb19d43b28e8699bab24640361a0891c682fa4,11427,5743cf3728f8887005f1f2d8d760a2c1362ab2ab55e5dc6f0fc1c87eb55fdf4a,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,9734,338,3377.664942003321,0,0.00033596
Q397,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1366;T1500-1347;T1500-1351;T1500-2091;T1500-1367,4ad06ce9e9a8bf534ce89430a90cb8ffc5a520b676236e3fa07ebec12cb0b7a9,9715,99040df19ed13f5504fff8bc8c1bfc71ae9af2c18da583796368c4ccf6631fcf,coreweave,CoreWeave,QCVN 16:2023 / TCVN 7744:2013,QCVN 16:2023 / TCVN 7744:2013,0,stop,0,0,8439,498,4650.333135999972,0,0.00031791
Q398,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0167;T1500-1546;T1500-0173;T1500-0161;T1500-2032,f9a0b8f808438f55a07a8c2bff9d2b8edd2254359fea39a88149974739ec7f69,5936,dbf167528c9acc1ef99e294d521b7cdfbc5f974a3dc41924ea9fb4e19308c6aa,coreweave,CoreWeave,KHÔNG CÓ,KHÔNG CÓ,0,stop,0,0,4718,123,1773.1194730149582,0,0.00015753
Q399,price,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1634;T1500-1533;T1500-1539;T1500-1560;T1500-1621,c690336f9d757b6fa11ccebd70cfe5b20f54cb50d944703febfdde32cf4bcea7,12629,2721407fdfa14618ef210fa3ec7854734fca77da9ff7a62204816fb886b8e571,coreweave,CoreWeave,550.000,550.000,1,stop,0,0,10987,444,4238.977720000548,0,0.00038733
Q400,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1086;T1500-1088;T1500-1087;T1500-1083;T1500-1082,338cf0aa79f663e7f8a0b149e828c02597cd81b0dd2360b6466d65fd3552f8d7,11629,01ac7875358a09afb5df1c076b3f46b47ae2adc1053747a3470f59547b409a3c,coreweave,CoreWeave,m,m,1,stop,0,0,9403,206,2359.818302007625,0,0.00030887
Q401,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-0452;T1500-0451;T1500-0547;T1500-0453;T1500-0770,bee74d7c91a5409454273591d049473d52ee47199c9ea5636bc66271f5aa8b22,7118,6870d8d1a59f637e3f174d94cf02d533115fabb3dca3f8d4ef10256f74dd8b6f,coreweave,CoreWeave,cây,cây,1,stop,0,0,5210,138,1749.2851720016915,0,0.00017424
Q402,attribute,oss20b,openai/gpt-oss-20b,T1500_KV,KV,T1500-1125;T1500-1128;T1500-1129;T1500-1126;T1500-1131,64046392df55ec9f0720b4ae8e06a99b531ee2215b1723af4c78f9c41d3c1033,9322,8100075e022a4eb5ead5f8bad5ccef93e15a5da24a6d1cfda5b16d48adc4fb1f,coreweave,CoreWeave,TCVN 5935‑2/IEC 60502‑2,TCVN 5935‑2/IEC 60502‑2,0,stop,0,0,7476,264,5307.729672989808,0,0.0002586
